id,wordEn,pos,cefrLevel,fromOxford,rank,frequency,difficultyScore,phoneticUs,phoneticUk,phoneticAr,translit,syllabify,definitionEn,definitionAr,usageNote,category,primarySense,semanticTags,register,mnemonicAr,examples,collocations,synonyms,antonyms,relatedWords,wordFamily,arabicAr,frenchFr,germanDe,spanishEs,chineseZh,russianRu,portuguesePt,japaneseJa,italianIt,turkishTr,unitId,stratum,in_ielts
2818,anxiety,noun,B2,1,2818,4,7,æŋˈzaɪəti,æŋˈzaɪətɪ,آنْجْزآيَتي,Qalaq,anx•i•ety,"A feeling of worry, nervousness, or unease, typically about an imminent event.",شعور بالقلق والتوتر والخوف من حاجة هتحصل أو مش عارف نتيجتها إيه.,Can refer to a medical condition (Anxiety Disorder) or a temporary feeling.,General / Common,Emotion,"[""#MentalHealth"", ""#Worry"", ""#Stress""]",Neutral,جزء من كلمة 'Anxious' 'قلقان'.. وكمان شبه 'Angst' يعني خوف وقلق.,"{""A1"": ""He feels anxiety before tests."", ""A2"": ""Her anxiety keeps her awake at night."", ""B1"": ""Music helps reduce my anxiety levels."", ""B2"": ""There is growing anxiety about the economic situation."", ""C1"": ""She suffers from chronic social anxiety."", ""C2"": ""The existential anxiety portrayed in the novel reflects the post-war era.""}","[""high anxiety"", ""reduce anxiety"", ""anxiety attack"", ""social anxiety""]","[""worry"", ""concern"", ""unease"", ""stress""]","[""calmness"", ""serenity"", ""confidence""]","{""en"": [""anxious"", ""nervous"", ""panic""], ""ar"": [""قلق"", ""متوتر"", ""ذعر""]}","{""adj"":""anxious"",""adv"":""anxiously""}",قلق,anxiété,Angst,ansiedad,焦虑 (Jiāolǜ),тревога,ansiedade,不安 (Fuan),ansia,endişe,B2_11,CEFR_B2,False
7229,unsteady,adj,B2,0,7229,6,7,ʌnˈstɛdi,ʌnˈstedi,أَنْسْتِدِي,Ghayr mustaqirr / Mutaqallib,un•steady,Not stable or firm; shaking or moving slightly.,مش ثابت أو بيتهز. ممكن تتقال على مشية حد دايخ أو إيد بتترعش.,"Can refer to physical stability (legs, hands) or abstract concepts (unsteady market).",General / Common,State,"[""#Balance"", ""#Movement"", ""#Stability"", ""#Health""]",Neutral,'Steady' يعني ثابت.. 'Unsteady' يعني غير ثابت أو مهتز.,"{""A1"": ""The table is unsteady."", ""A2"": ""He felt unsteady on his feet."", ""B1"": ""She held the cup with an unsteady hand."", ""B2"": ""The political situation in the region remains unsteady."", ""C1"": ""His breathing was shallow and unsteady after the run."", ""C2"": ""The unsteady flickering of the candle cast eerie shadows on the wall.""}","[""unsteady gait"", ""unsteady hand"", ""unsteady voice"", ""unsteady feet""]","[""wobbly"", ""shaky"", ""unstable"", ""insecure""]","[""steady"", ""stable"", ""firm""]","{""en"": [""steady"", ""steadiness"", ""steadily""], ""ar"": [""ثبات"", ""استقرار"", ""توازن""]}","{""noun"":""unsteadiness"",""adv"":""unsteadily""}",غير مستقر / متقلب,instable,unsicher,inestable,不稳定的 (bù wěn dìng de),неустойчивый,instável,不安定な (fuantei na),instabile,kararsız,B2_38,CEFR_B2,False
2090,numerous,adj,B2,1,2090,4,7,ˈnuː.mə.ɹəs,ˈnjuː.mə.rəs,نُومَرَس,Adīd / Kammiyya hā'ila / Muta'addid,nu•mer•ous,Great in number; many.,يعني كتير جداً أو عديد. بنستخدمها لما يكون فيه عدد كبير من الأشخاص أو الأشياء.,More formal than 'many' or 'lots of'.,General / Common,Quantity,"[""#Quantity"", ""#Many"", ""#Count""]",Neutral,جاية من 'Number' يعني رقم.. 'Numerous' يعني أرقامها كتيرة جداً.,"{""A1"": ""He has numerous books."", ""A2"": ""There are numerous reasons to visit."", ""B1"": ""She has numerous friends in the city."", ""B2"": ""Numerous attempts have been made to solve the problem."", ""C1"": ""The project faced numerous setbacks before succeeding."", ""C2"": ""Despite numerous objections, the law was passed.""}","[""numerous occasions"", ""numerous attempts"", ""numerous studies""]","[""many"", ""countless"", ""abundant"", ""frequent""]","[""few"", ""scarce""]","{""en"": [""number"", ""numerical"", ""enumerate""], ""ar"": [""رقم"", ""رقمي"", ""يعدد""]}","{""noun"": ""number"", ""verb"": ""enumerate"", ""adj"": ""numerous"", ""adv"": ""numerously""}",عديد / كمية هائلة / متعدد,nombreux,zahlreich,numeroso,许多 (xǔduō),многочисленный,numeroso,多数の (tasū no),numeroso,sayısız,B2_06,CEFR_B2,False
4907,honesty,noun,B2,1,4907,5,7,ˈɒnəsti,ˈɒnəstɪ,أُونِسْتِي,Al-ṣidq / Amānah,hon•esty,The quality of being truthful and upright.,صفة الصدق والأمانة، إنك تقول الحقيقة وماتغشش ولا تسرق.,A core moral virtue; often paired with 'integrity'.,General / Common,Quality,"[""#Truth"", ""#Virtue"", ""#Character""]",Neutral,جاية من 'Honest'.. الـ 'Honesty' هي إنك تكون 'Honest' 'صادق' وماتكدبش.,"{""A1"": ""Honesty is good."", ""A2"": ""I like his honesty."", ""B1"": ""Honesty is the best policy."", ""B2"": ""They appreciated her honesty about the mistake."", ""C1"": ""Intellectual honesty requires us to admit when we are wrong."", ""C2"": ""His reputation for absolute honesty made him the perfect judge.""}","[""brutal honesty"", ""appreciate honesty"", ""question someone's honesty""]","[""truthfulness"", ""sincerity"", ""integrity"", ""candor""]","[""dishonesty"", ""deceit"", ""lying""]","{""en"": [""honest"", ""honestly"", ""truth""], ""ar"": [""صادق"", ""بصدق"", ""حقيقة""]}","{""noun"":""honesty"",""adj"":""honest"",""adv"":""honestly""}",الصدق / أمانة,honnêteté,Ehrlichkeit,honestidad,诚实 (Chéngshí),честность,honestidade,正直 (Shōjiki),onestà,dürüstlük,B2_25,CEFR_B2,False
2565,brief,adj,B2,1,2565,4,5,brif,,بْرِيف,Mūjaz / Qaṣīr,,Lasting only a short time; concise.,حاجة قصيرة وسريعة، أو كلام قليل بس بيوصل المعنى من غير رغي كتير.,Can describe time (brief visit) or clothing (brief shorts).,Social Life & Communication,Time,"[""#Time"", ""#Short"", ""#Summary""]",Neutral,اربطها بـ 'Briefcase'.. الشنطة اللي بنحط فيها الأوراق المهمة والملخصات الـ 'Brief'.,"{""A1"": ""It was a brief chat."", ""A2"": ""We had a brief holiday."", ""B1"": ""Please be brief."", ""B2"": ""He gave a brief summary of the news."", ""C1"": ""Life is brief."", ""C2"": ""The attorney filed a brief with the court.""}","[""brief time"", ""brief moment"", ""in brief"", ""brief encounter""]","[""short"", ""concise"", ""fleeting"", ""quick"", ""terse""]","[""long"", ""lengthy"", ""prolonged""]","{""en"": [""briefly"", ""brevity"", ""shorten""], ""ar"": [""إيجاز"", ""اختصار"", ""لحظة""]}","{""noun"":""brief"",""verb"":""brief"",""adv"":""briefly""}",موجز / قصير,bref,kurz,breve,简短 (Jiǎnduǎn),краткий,breve,短い (Mijikai),breve,kısa,B2_09,CEFR_B2,False
4908,perfection,noun,B2,0,4908,5,7,pɚˈfɛkʃən,pəˈfekʃən,بِرْفِكْشَن,Kamāl,per•fec•tion,The state or quality of being free from all flaws or defects.,الكمال، إن الحاجة تكون مظبوطة 100% ومفيهاش أي غلطة.,Often used in phrases like 'to perfection' (perfectly).,General / Common,Quality,"[""#Flawless"", ""#Best"", ""#Ideal""]",Neutral,جاية من 'Perfect' 'مثالي'.. 'Perfection' هو الوصول للمثالية.,"{""A1"": ""She wants perfection."", ""A2"": ""The cake was perfection."", ""B1"": ""He strives for perfection in his work."", ""B2"": ""The steak was cooked to perfection."", ""C1"": ""Perfection is an impossible standard to achieve."", ""C2"": ""The technical perfection of the performance left the audience in awe.""}","[""strive for perfection"", ""cooked to perfection"", ""absolute perfection""]","[""excellence"", ""flawlessness"", ""ideal"", ""preciseness""]","[""imperfection"", ""flaw"", ""defect""]","{""en"": [""perfect"", ""perfectly"", ""perfectible""], ""ar"": [""مثالي"", ""بشكل مثالي"", ""قابل للتحسين""]}","{""noun"": ""perfection"", ""verb"": ""perfect"", ""adj"": ""perfect"", ""adv"": ""perfectly""}",الكمال,perfection,Perfektion,perfección,完美 (Wánměi),совершенство,perfeição,完璧 (Kanpeki),perfezione,mükemmellik,B2_25,CEFR_B2,False
5055,puzzle,noun,B2,1,5055,5,7,ˈpʌzl,,بَازِل,Lughz,puz•zle,"A game, toy, or problem designed to test ingenuity or knowledge.",لعبة أو مسألة محتاجة تفكير وذكاء عشان تحلها، زي تجميع الصور أو الكلمات المتقاطعة.,Can refer to a physical game (jigsaw) or a confusing situation.,Social Life & Communication,Object,"[""#Game"", ""#Mystery"", ""#Logic"", ""#Confusion""]",Neutral,كلمة 'Puzzle' بتفكرنا بكلمة 'بازل' اللي بنركب قطعها.. الاتنين محتاجين تفكير وتجميع.,"{""A1"": ""This is a fun puzzle."", ""A2"": ""I bought a puzzle for my son."", ""B1"": ""The crossword puzzle was too hard for me."", ""B2"": ""The meaning of the poem has always been a puzzle to readers."", ""C1"": ""Scientists are trying to solve the puzzle of how the universe began."", ""C2"": ""The geopolitical situation remains a complex puzzle for diplomats to unravel.""}","[""jigsaw puzzle"", ""solve a puzzle"", ""crossword puzzle"", ""complete a puzzle""]","[""riddle"", ""enigma"", ""mystery"", ""brainteaser""]","[""solution"", ""explanation""]","{""en"": [""piece"", ""solve"", ""confuse"", ""game""], ""ar"": [""قطعة"", ""حل"", ""يحير"", ""لعبة""]}","{""noun"": ""puzzlement"", ""verb"": ""puzzle"", ""adj"": ""puzzling"", ""adv"": ""puzzlingly""}",لغز,puzzle,Rätsel,rompecabezas,谜 (Mí),головоломка,quebra-cabeça,パズル (Pazuru),rompicapo,bulmaca,B2_26,CEFR_B2,False
893,terms,noun,B2,1,893,3,6,tɜːrmz,tɜːmz,تِيرمز,Shurut / Mustalahat,,The conditions of an agreement; or specific words used to describe something.,ليها معنيين: شروط الاتفاق اللي لازم تمشي عليها، أو المصطلحات والكلمات الخاصة بمجال معين.,Often plural. 'In terms of' means 'regarding'.,General / Common,Concept,"[""#Contract"", ""#Language"", ""#Conditions""]",Neutral,جاية من 'Term' يعني مدة أو فصل دراسي.. وكمان 'Terms' يعني شروط الاتفاق اللي لازم تمشي عليها طول المدة دي.,"{""A1"": ""Read the terms carefully."", ""A2"": ""What are the terms of the contract?"", ""B1"": ""He spoke in glowing terms about you."", ""B2"": ""We must come to terms with the situation."", ""C1"": ""The terms of the treaty were violated."", ""C2"": ""In existential terms, the choice is meaningless.""}","[""terms and conditions"", ""come to terms"", ""in terms of"", ""legal terms""]","[""conditions"", ""provisions"", ""terminology""]",[],"{""en"": [""terminology"", ""term"", ""terminal""], ""ar"": [""مصطلحات"", ""فصل دراسي"", ""نهائي""]}","{""noun"": ""term"", ""verb"": ""term"", ""adj"": ""terminal"", ""adv"": ""terminally""}",شروط / مصطلحات,conditions,Bedingungen,términos,条款 (Tiáokuǎn),условия,termos,条件 (Jōken),termini,şartlar,B2_02,CEFR_B2,False
3165,tag,noun,B2,1,3165,4,5,tæɡ,,تاج,Bitaqa / 'Alama,,A label attached to someone or something for the purpose of identification.,تيكيت أو بطاقة، الورقة الصغيرة اللي بتبقى في الهدوم عليها السعر، أو أي علامة تعريف.,Also used in social media (tagging a friend).,Social Life & Communication,Object,"[""#Label"", ""#Shopping"", ""#SocialMedia"", ""#Name""]",Neutral,زي الـ 'Hashtag'.. علامة بتحطها عشان تعرف الحاجة.,"{""A1"": ""Look at the price tag."", ""A2"": ""My bag has a name tag."", ""B1"": ""She cut the tag off her new dress."", ""B2"": ""The electronic tag monitors the prisoner's location."", ""C1"": ""The graffiti artist left his tag on the wall."", ""C2"": ""HTML tags define the structure of the webpage.""}","[""price tag"", ""name tag"", ""dog tag"", ""electronic tag""]","[""label"", ""ticket"", ""marker"", ""sticker""]",[],"{""en"": [""label"", ""mark"", ""badge""], ""ar"": [""ملصق"", ""علامة"", ""شارة""]}","{""noun"":""tag"",""verb"":""tag"",""adj"":""tagged""}",علامة / بطاقة,étiquette,Etikett,etiqueta,标签 (Biāoqiān),ярлык,etiqueta,タグ (Tagu),etichetta,etiket,B2_11,CEFR_B2,False
4875,expectation,noun,B2,1,4875,5,7,ɛkspɛkˈteɪʃən,ˌekspekˈteɪʃən,إِكْسْبِكْتَيْشَن,Tawaqquʿ,ex•pec•ta•tion,A strong belief that something will happen or be the case in the future.,التوقع أو الأمل اللي عندك إن حاجة معينة هتحصل في المستقبل.,"Often plural 'expectations' when referring to standards (e.g., meet expectations).",Mind & Thinking,Concept,"[""#Future"", ""#Belief"", ""#Hope"", ""#Standard""]",Neutral,من الفعل 'Expect' 'يتوقع'.. الـ 'Expectation' هو التوقع اللي راسمه في خيالك.,"{""A1"": ""I have no expectation of winning."", ""A2"": ""The trip exceeded my expectations."", ""B1"": ""There is a general expectation that prices will rise."", ""B2"": ""She worked hard to live up to her parents' expectations."", ""C1"": ""The expectation of a quick victory was unrealistic."", ""C2"": ""Managing public expectation is a crucial part of the strategy.""}","[""high expectation"", ""meet expectations"", ""exceed expectations"", ""contrary to expectation""]","[""belief"", ""anticipation"", ""prospect"", ""hope"", ""assumption""]","[""surprise"", ""disbelief"", ""doubt""]","{""en"": [""expect"", ""expectant"", ""expected"", ""anticipation""], ""ar"": [""يتوقع"", ""متوقع"", ""منتظر"", ""ترقب""]}","{""verb"":""expect"",""adj"":""expectant"",""adv"":""expectantly""}",توقع,attente,Erwartung,expectativa,期望 (Qīwàng),ожидание,expectativa,期待 (Kitai),aspettativa,beklenti,B2_25,CEFR_B2,False
3802,slight,adj,B2,1,3802,4,5,slaɪt,,سْلَايْت,Ṭafīf / Basīṭ,,Small in degree; inconsiderable.,حاجة بسيطة جداً أو خفيفة، مش كبيرة أو ملحوظة أوي.,"Often used with 'increase', 'change', or 'problem' to minimize impact.",Actions & Processes,Quantity,"[""#Size"", ""#Degree"", ""#Small"", ""#Adjective""]",Neutral,كلمة 'Light' يعني خفيف.. و 'Slight' يعني تغيير 'خفيف' وبسيط.,"{""A1"": ""I have a slight cold."", ""A2"": ""There is a slight difference between them."", ""B1"": ""We saw a slight improvement in sales."", ""B2"": ""She felt a slight pain in her arm."", ""C1"": ""He took offense at the slight hesitation in her voice."", ""C2"": ""The distinction is so slight as to be negligible in practical terms.""}","[""slight increase"", ""slight change"", ""slight difference"", ""slight problem""]","[""small"", ""minor"", ""tiny"", ""modest"", ""insignificant""]","[""significant"", ""major"", ""considerable""]","{""en"": [""little"", ""bit"", ""faint"", ""marginal""], ""ar"": [""قليل"", ""جزء"", ""باهت"", ""هامشي""]}","{""noun"": ""slight"", ""verb"": ""slight"", ""adj"": ""slight"", ""adv"": ""slightly""}",طفيف,léger,gering,leve,轻微 (Qīngwēi),незначительный,leve,わずかな (Wazukana),leggero,hafif,B2_18,CEFR_B2,False
5805,interval,noun,B2,1,5805,5,7,ˈɪntərvl,,إِنْتَرْفَل,Fatra / Fasil,in•ter•val,An intervening time or space; a pause or break.,فاصل زمني أو استراحة بين فترتين، زي الاستراحة اللي في نص المسرحية.,Common in sports (interval training) and theater.,"Numbers, Time & Math",Time,"[""#Time"", ""#Break"", ""#Music""]",Neutral,'Inter' يعني 'بين'.. الـ 'Interval' هي الفترة اللي بتدخل 'بين' فقرات الحفلة أو الماتش.,"{""A1"": ""There was a short interval."", ""A2"": ""We met at regular intervals."", ""B1"": ""The interval between the two events was long."", ""B2"": ""There will be a 20-minute interval during the performance."", ""C1"": ""High-intensity interval training is very effective for burning fat."", ""C2"": ""The intervals between the recurring signals suggest an intelligent origin.""}","[""regular intervals"", ""time interval"", ""at intervals""]","[""break"", ""pause"", ""gap""]","[""continuity""]","{""en"": [""period"", ""space"", ""time"", ""intermission""], ""ar"": [""فترة"", ""مسافة"", ""وقت"", ""استراحة""]}",,فاصل / فترة,intervalle,Intervall,intervalo,间隔 (Jiàngé),интервал,intervalo,間隔 (Kankaku),intervallo,aralık,B2_31,CEFR_B2,False
2896,output,noun,B2,1,2896,4,6,ˈaʊtpʊt,ˈaʊtpʊt,أَوْتْپُت,Mukhragāt / Intāj,out•put,"The amount of something that a person, machine, or organization produces.",كمية الشغل أو المنتجات اللي بتطلع من مصنع أو ماكينة أو حتى شخص.,Common in computing (input/output) and economics.,Objects & Tools,Quantity,"[""#Production"", ""#Data"", ""#Result""]",Neutral,'Out' 'خارج' + 'Put' 'يضع'.. الشيء اللي بيتحط 'Out' برة الماكينة هو الـ 'Output'.,"{""A1"": ""The machine has a high output."", ""A2"": ""We need to increase our daily output."", ""B1"": ""The computer's audio output is very clear."", ""B2"": ""Industrial output fell by 2% last year."", ""C1"": ""His literary output was astonishing for such a short life."", ""C2"": ""The aggregate output of the economy has stagnated.""}","[""industrial output"", ""total output"", ""output device""]","[""production"", ""yield"", ""product""]","[""input""]","{""en"": [""produce"", ""outcome"", ""result""], ""ar"": [""يُنْتِج"", ""نَتِيجَة"", ""حَصِيلَة""]}","{""noun"":""output"",""verb"":""output""}",مخرجات / إنتاج,production,Ausstoß,producción,产量 (Chǎnliàng),выпуск,saída,出力 (Shutsuryoku),produzione,çıktı,B2_12,CEFR_B2,False
